                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.48875,                0.33153,                0.84282,                0.96916,                0.95509,                0.98342,                0.88393,                0.47602,                0.33088,                0.86395,              0.0045644,              0.0045644,              0.0045644
                     90,                0.48814,                 0.3308,                0.84259,                0.96864,                0.95483,                0.98356,                0.88619,                0.47878,                0.32986,                0.86384,              0.0045594,              0.0045594,              0.0045594
                     91,                0.48665,                0.33034,                0.84442,                0.97137,                0.95563,                0.98448,                0.88813,                0.47189,                0.32265,                0.86075,              0.0045545,              0.0045545,              0.0045545
                     92,                0.48856,                0.33028,                0.84327,                 0.9727,                0.95677,                0.98598,                0.88865,                 0.4732,                0.31639,                0.86013,              0.0045496,              0.0045496,              0.0045496
                     93,                0.48338,                 0.3304,                 0.8417,                0.96946,                0.95443,                0.98495,                0.88523,                0.47582,                  0.324,                0.86357,              0.0045446,              0.0045446,              0.0045446
                     94,                0.49044,                0.33117,                0.84242,                0.97112,                0.95351,                0.98466,                0.88996,                0.47092,                0.32297,                 0.8631,              0.0045397,              0.0045397,              0.0045397
                     95,                0.48702,                0.32781,                 0.8407,                0.96685,                0.95884,                 0.9843,                0.88727,                0.47118,                0.31938,                0.86328,              0.0045347,              0.0045347,              0.0045347
                     96,                0.48415,                0.32751,                0.84002,                0.96834,                0.95623,                0.98396,                0.88562,                0.48134,                0.32649,                0.86388,              0.0045297,              0.0045297,              0.0045297
                     97,                0.48554,                0.32498,                0.84114,                0.96741,                0.96016,                0.98435,                0.88916,                0.47145,                0.31977,                0.86197,              0.0045248,              0.0045248,              0.0045248
                     98,                0.48143,                0.32754,                0.84125,                0.97377,                0.95213,                0.98469,                0.89126,                0.46777,                0.31806,                0.85947,              0.0045199,              0.0045199,              0.0045199
                     99,                 0.4807,                0.32163,                0.83991,                 0.9698,                0.95573,                0.98412,                0.89044,                 0.4706,                0.32284,                0.86175,              0.0045149,              0.0045149,              0.0045149
                    100,                0.47794,                0.32063,                0.83964,                0.97002,                0.95579,                0.98458,                0.88623,                0.47653,                0.31953,                 0.8631,                0.00451,                0.00451,                0.00451
                    101,                0.48396,                0.32286,                0.84245,                0.97305,                0.95741,                 0.9855,                0.88942,                0.47104,                0.31438,                0.86116,               0.004505,               0.004505,               0.004505
                    102,                0.48066,                0.31972,                 0.8398,                 0.9743,                0.95463,                0.98546,                 0.8887,                0.47299,                0.31153,                0.86182,              0.0045001,              0.0045001,              0.0045001
                    103,                0.48095,                0.32558,                0.84087,                 0.9678,                 0.9578,                0.98358,                0.88795,                 0.4736,                0.31818,                0.86318,              0.0044951,              0.0044951,              0.0044951
                    104,                0.48012,                0.32019,                 0.8419,                0.96664,                0.95393,                 0.9841,                0.88928,                0.46964,                0.31528,                0.86159,              0.0044902,              0.0044902,              0.0044902
                    105,                0.47838,                0.31859,                0.84049,                0.96688,                0.95676,                0.98525,                0.89243,                0.46721,                0.31149,                0.86055,              0.0044852,              0.0044852,              0.0044852
                    106,                0.47885,                0.31838,                0.84069,                0.96612,                0.95885,                0.98372,                0.89077,                0.46824,                0.31697,                0.86013,              0.0044802,              0.0044802,              0.0044802
                    107,                0.47676,                0.31416,                0.83996,                0.96893,                0.95513,                0.98394,                0.89128,                0.46862,                0.31537,                0.86207,              0.0044753,              0.0044753,              0.0044753
                    108,                0.47806,                 0.3168,                0.83855,                0.96684,                0.96122,                0.98275,                0.88846,                  0.469,                 0.3151,                0.86004,              0.0044704,              0.0044704,              0.0044704
                    109,                 0.4743,                 0.3137,                0.83816,                0.96897,                0.95855,                0.98587,                0.89294,                 0.4693,                0.30803,                0.86065,              0.0044654,              0.0044654,              0.0044654
                    110,                0.47253,                0.31571,                0.83838,                0.97144,                0.95623,                0.98476,                0.89331,                0.46287,                 0.3084,                0.85844,              0.0044605,              0.0044605,              0.0044605
                    111,                0.46993,                0.32036,                0.83805,                0.96761,                0.95974,                0.98451,                0.89045,                0.47047,                0.31404,                0.86214,              0.0044555,              0.0044555,              0.0044555
                    112,                0.47767,                0.31859,                0.84008,                0.96891,                0.96007,                0.98469,                0.89262,                0.46668,                0.31133,                0.86105,              0.0044506,              0.0044506,              0.0044506
                    113,                0.47069,                0.31204,                0.83737,                0.97087,                 0.9537,                0.98453,                0.89468,                0.46538,                0.30933,                0.86181,              0.0044456,              0.0044456,              0.0044456
                    114,                0.47309,                 0.3143,                 0.8389,                0.97312,                0.95808,                0.98502,                0.89221,                0.46893,                0.30833,                 0.8621,              0.0044406,              0.0044406,              0.0044406
                    115,                0.47545,                0.31377,                0.83952,                0.96636,                0.95767,                 0.9834,                0.88905,                0.47376,                0.31676,                0.86138,              0.0044357,              0.0044357,              0.0044357
                    116,                0.46781,                0.31146,                0.83897,                0.97155,                0.95598,                0.98359,                0.89288,                0.46564,                0.31562,                0.86077,              0.0044307,              0.0044307,              0.0044307
                    117,                0.47218,                0.31274,                0.83703,                0.97207,                0.95878,                0.98559,                 0.8938,                0.46222,                0.30559,                0.86186,              0.0044258,              0.0044258,              0.0044258
                    118,                0.46797,                0.31107,                0.83649,                0.97045,                 0.9578,                0.98493,                0.89052,                0.46991,                0.30778,                0.86252,              0.0044209,              0.0044209,              0.0044209
                    119,                0.46731,                0.31189,                0.83815,                0.96946,                0.95848,                0.98392,                0.89371,                0.46212,                 0.3102,                0.85811,              0.0044159,              0.0044159,              0.0044159
                    120,                0.46898,                0.30478,                0.83789,                0.96967,                0.96185,                0.98577,                0.89574,                0.46232,                 0.3016,                0.85795,               0.004411,               0.004411,               0.004411
                    121,                0.46642,                0.30652,                0.83744,                0.97258,                 0.9526,                0.98392,                0.89397,                0.46419,                0.30912,                0.86048,               0.004406,               0.004406,               0.004406
                    122,                0.46736,                0.30812,                0.83728,                0.97315,                0.95149,                0.98326,                0.89175,                0.46563,                0.31107,                0.86105,              0.0044011,              0.0044011,              0.0044011
                    123,                0.47065,                0.30754,                0.83894,                0.96944,                0.95642,                0.98355,                0.89092,                0.46737,                0.30876,                0.86147,              0.0043961,              0.0043961,              0.0043961
                    124,                0.46885,                0.30551,                0.83805,                0.96658,                0.96278,                0.98491,                0.89451,                0.46658,                0.30801,                0.85977,              0.0043911,              0.0043911,              0.0043911
                    125,                0.46817,                0.30587,                0.83628,                0.97119,                0.95774,                0.98535,                0.89684,                0.46019,                0.30207,                0.85898,              0.0043862,              0.0043862,              0.0043862
                    126,                0.46222,                0.30679,                0.83606,                0.97091,                0.95716,                0.98399,                 0.8914,                0.46803,                0.30803,                0.86252,              0.0043812,              0.0043812,              0.0043812
                    127,                0.46954,                0.30582,                0.83636,                0.96559,                0.96163,                0.98558,                0.89163,                0.47038,                0.30323,                0.86288,              0.0043763,              0.0043763,              0.0043763
                    128,                0.46168,                0.30942,                0.83626,                 0.9699,                0.95806,                0.98496,                0.89466,                0.46169,                0.30577,                0.86025,              0.0043714,              0.0043714,              0.0043714
                    129,                 0.4655,                0.30695,                0.83579,                0.97126,                0.95662,                0.98363,                0.89266,                0.46493,                0.30761,                0.86083,              0.0043664,              0.0043664,              0.0043664
                    130,                0.46316,                0.30245,                0.83777,                0.97276,                0.95676,                0.98358,                0.89385,                0.46535,                0.30158,                0.86104,              0.0043615,              0.0043615,              0.0043615
                    131,                0.46263,                0.30063,                0.83449,                0.97078,                0.95801,                0.98483,                0.89434,                0.46459,                0.30637,                  0.862,              0.0043565,              0.0043565,              0.0043565
                    132,                0.47092,                0.30264,                0.83531,                0.97135,                0.95947,                0.98469,                0.89455,                0.46667,                 0.3052,                0.86083,              0.0043516,              0.0043516,              0.0043516
